Date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player_Id,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_Id_2,X_Coordinate_2,Y_Coordinate_2
10/13/2024,Team A,Team B,1,12:58,5,5,0,0,Team A,38,Play,-35,-34.5,Indirect,,,,28,-56,-37.5
10/13/2024,Team A,Team B,1,12:57,5,5,0,0,Team A,28,Play,-53,-36.5,Direct,,,,12,-79,25.5
10/13/2024,Team A,Team B,1,12:55,5,5,0,0,Team A,12,Puck Recovery,-92,26.5,,,,,,,
10/13/2024,Team A,Team B,1,12:54,5,5,0,0,Team A,12,Incomplete Play,-86,35.5,Indirect,,,,20,-98,9.5
10/13/2024,Team A,Team B,1,12:52,5,5,0,0,Team B,9,Takeaway,-98,9.5,,,,,,,
10/13/2024,Team A,Team B,1,12:48,5,5,0,0,Team B,27,Puck Recovery,-95,-22.5,,,,,,,
10/13/2024,Team A,Team B,1,12:47,5,5,0,0,Team B,27,Incomplete Play,-80,-38.5,Indirect,,,,19,-33,-35.5
10/13/2024,Team A,Team B,1,12:46,5,5,0,0,Team A,12,Takeaway,-43,-34.5,,,,,,,
10/13/2024,Team A,Team B,1,12:46,5,5,0,0,Team A,12,Play,-43,-34.5,Direct,,,,28,-80,-20.5
10/13/2024,Team A,Team B,1,12:43,5,5,0,0,Team A,28,Puck Recovery,-64,-38.5,,,,,,,
10/13/2024,Team A,Team B,1,12:41,5,5,0,0,Team B,14,Penalty Taken,-52,-38.5,Holding,,,,28,,
10/13/2024,Team A,Team B,1,12:41,5,4,0,0,Team A,12,Faceoff Win,-69,-21.5,Backhand,,,,18,,
10/13/2024,Team A,Team B,1,12:40,5,4,0,0,Team A,20,Puck Recovery,-45,-25.5,,,,,,,
10/13/2024,Team A,Team B,1,12:40,5,4,0,0,Team A,20,Play,-45,-25.5,Direct,,,,3,-40,-15.5
10/13/2024,Team A,Team B,1,12:39,5,4,0,0,Team A,3,Play,-40,-15.5,Direct,,,,25,-32,12.5
10/13/2024,Team A,Team B,1,12:38,5,4,0,0,Team A,25,Play,-32,12.5,Direct,,,,3,-35,-3.5
10/13/2024,Team A,Team B,1,12:37,5,4,0,0,Team A,3,Play,-38,3.5,Direct,,,,25,-48,29.5
10/13/2024,Team A,Team B,1,12:37,5,4,0,0,Team A,25,Play,-48,29.5,Direct,,,,12,-51,-28.5
10/13/2024,Team A,Team B,1,12:35,5,4,0,0,Team A,12,Shot,-62,-17.5,Slapshot,Blocked,1,f,,,
10/13/2024,Team A,Team B,1,12:33,5,4,0,0,Team B,18,Faceoff Win,-69,-21.5,Backhand,,,,12,,
10/13/2024,Team A,Team B,1,12:28,5,4,0,0,Team A,3,Puck Recovery,-54,-28.5,,,,,,,
10/13/2024,Team A,Team B,1,12:26,5,4,0,0,Team A,3,Puck Recovery,-22,-38.5,,,,,,,
10/13/2024,Team A,Team B,1,12:25,5,4,0,0,Team A,3,Incomplete Play,-19,-37.5,Direct,,,,25,30,22.5
10/13/2024,Team A,Team B,1,12:22,5,4,0,0,Team A,25,Puck Recovery,40,38.5,,,,,,,
10/13/2024,Team A,Team B,1,12:20,5,4,0,0,Team A,25,Play,92,22.5,Indirect,,,,3,93,-21.5
10/13/2024,Team A,Team B,1,12:19,5,4,0,0,Team A,3,Play,93,-21.5,Indirect,,,,25,95,22.5
10/13/2024,Team A,Team B,1,12:18,5,4,0,0,Team A,25,Play,95,22.5,Indirect,,,,3,96,0.5
10/13/2024,Team A,Team B,1,12:12,5,4,0,0,Team A,3,Play,20,-14.5,Direct,,,,12,52,-12.5
10/13/2024,Team A,Team B,1,12:07,5,4,0,0,Team A,12,Play,-19,-13.5,Direct,,,,24,-33,-39.5
10/13/2024,Team A,Team B,1,12:07,5,4,0,0,Team A,12,Zone Entry,-26,-39.5,Played,,,,3,,
10/13/2024,Team A,Team B,1,12:06,5,4,0,0,Team A,24,Incomplete Play,-41,-37.5,Direct,,,,12,-53,-22.5
10/13/2024,Team A,Team B,1,12:05,5,4,0,0,Team B,3,Puck Recovery,-56,-38.5,,,,,,,
10/13/2024,Team A,Team B,1,12:05,5,4,0,0,Team B,3,Incomplete Play,-57,-38.5,Indirect,,,,18,-41,-38.5
10/13/2024,Team A,Team B,1,12:04,5,4,0,0,Team A,3,Puck Recovery,-31,-39.5,,,,,,,
10/13/2024,Team A,Team B,1,12:04,5,4,0,0,Team A,3,Play,-31,-39.5,Direct,,,,20,-32,5.5
10/13/2024,Team A,Team B,1,12:01,5,4,0,0,Team B,10,Puck Recovery,-35,-4.5,,,,,,,
10/13/2024,Team A,Team B,1,11:59,5,4,0,0,Team B,10,Dump In/Out,-12,-26.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,11:55,5,4,0,0,Team A,3,Puck Recovery,80,-33.5,,,,,,,
10/13/2024,Team A,Team B,1,11:51,5,4,0,0,Team A,3,Play,34,16.5,Direct,,,,25,52,36.5
10/13/2024,Team A,Team B,1,11:47,5,4,0,0,Team A,25,Play,33,14.5,Direct,,,,12,10,-12.5
10/13/2024,Team A,Team B,1,11:45,5,4,0,0,Team A,24,Puck Recovery,-18,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,11:45,5,4,0,0,Team A,24,Dump In/Out,-22,-38.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,11:45,5,4,0,0,Team A,24,Zone Entry,-22,-38.5,Dumped,,,,3,,
10/13/2024,Team A,Team B,1,11:41,5,4,0,0,Team B,9,Puck Recovery,-96,-22.5,,,,,,,
10/13/2024,Team A,Team B,1,11:41,5,4,0,0,Team B,9,Dump In/Out,-96,-13.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,11:40,5,4,0,0,Team A,20,Puck Recovery,-50,39.5,,,,,,,
10/13/2024,Team A,Team B,1,11:39,5,4,0,0,Team A,20,Play,-54,38.5,Direct,,,,24,-52,10.5
10/13/2024,Team A,Team B,1,11:38,5,4,0,0,Team A,24,Play,-44,25.5,Direct,,,,25,-83,36.5
10/13/2024,Team A,Team B,1,11:36,5,4,0,0,Team A,25,Play,-75,39.5,Direct,,,,3,-31,17.5
10/13/2024,Team A,Team B,1,11:35,5,4,0,0,Team A,3,Play,-31,17.5,Direct,,,,25,-53,35.5
10/13/2024,Team A,Team B,1,11:34,5,4,0,0,Team A,25,Play,-53,35.5,Direct,,,,12,-36,-27.5
10/13/2024,Team A,Team B,1,11:31,5,4,0,0,Team A,12,Puck Recovery,-16,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,11:24,5,4,0,0,Team A,12,Puck Recovery,14,-38.5,,,,,,,
10/13/2024,Team A,Team B,1,11:23,5,4,0,0,Team A,12,Play,14,-31.5,Direct,,,,20,20,-3.5
10/13/2024,Team A,Team B,1,11:20,5,4,0,0,Team A,20,Play,33,21.5,Direct,,,,3,50,6.5
10/13/2024,Team A,Team B,1,11:11,5,4,0,0,Team A,3,Play,86,7.5,Direct,,,,28,57,14.5
10/13/2024,Team A,Team B,1,11:07,5,4,0,0,Team A,28,Zone Entry,-26,12.5,Carried,,,,8,,
10/13/2024,Team A,Team B,1,11:07,5,4,0,0,Team A,28,Incomplete Play,-29,14.5,Direct,,,,14,-39,38.5
10/13/2024,Team A,Team B,1,11:05,5,4,0,0,Team B,19,Puck Recovery,-40,39.5,,,,,,,
10/13/2024,Team A,Team B,1,11:05,5,4,0,0,Team B,19,Dump In/Out,-38,38.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,11:01,5,4,0,0,Team B,15,Faceoff Win,-20,22.5,Forehand,,,,14,,
10/13/2024,Team A,Team B,1,10:58,5,4,0,0,Team B,27,Puck Recovery,-73,33.5,,,,,,,
10/13/2024,Team A,Team B,1,10:58,5,4,0,0,Team B,27,Dump In/Out,-75,29.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,10:53,5,4,0,0,Team A,Go,Puck Recovery,97,1.5,,,,,,,
10/13/2024,Team A,Team B,1,10:53,5,4,0,0,Team A,Go,Play,97,1.5,Indirect,,,,2,97,1.5
10/13/2024,Team A,Team B,1,10:47,5,4,0,0,Team A,2,Play,9,22.5,Direct,,,,28,40,15.5
10/13/2024,Team A,Team B,1,10:45,5,4,0,0,Team A,28,Play,14,8.5,Direct,,,,29,-9,-11.5
10/13/2024,Team A,Team B,1,10:44,5,4,0,0,Team A,29,Play,-13,-17.5,Direct,,,,8,-31,-38.5
10/13/2024,Team A,Team B,1,10:44,5,4,0,0,Team A,29,Zone Entry,-26,-37.5,Played,,,,27,,
10/13/2024,Team A,Team B,1,10:41,5,4,0,0,Team B,28,Takeaway,-49,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,10:40,5,5,0,0,Team B,28,Incomplete Play,-21,-39.5,Direct,,,,15,-20,-18.5
10/13/2024,Team A,Team B,1,10:39,5,5,0,0,Team A,28,Puck Recovery,-3,-25.5,,,,,,,
10/13/2024,Team A,Team B,1,10:36,5,5,0,0,Team A,28,Zone Entry,-25,16.5,Carried,,,,4,,
10/13/2024,Team A,Team B,1,10:35,5,5,0,0,Team A,28,Shot,-63,31.5,Snapshot,On Net,0,f,,,
10/13/2024,Team A,Team B,1,10:34,5,5,0,0,Team B,27,Puck Recovery,-79,5.5,,,,,,,
10/13/2024,Team A,Team B,1,10:34,5,5,0,0,Team B,27,Incomplete Play,-79,5.5,Indirect,,,,15,-52,2.5
10/13/2024,Team A,Team B,1,10:31,5,5,0,0,Team A,8,Puck Recovery,-61,30.5,,,,,,,
10/13/2024,Team A,Team B,1,10:30,5,5,0,0,Team B,20,Puck Recovery,-41,29.5,,,,,,,
10/13/2024,Team A,Team B,1,10:28,5,5,0,0,Team B,4,Puck Recovery,-63,-26.5,,,,,,,
10/13/2024,Team A,Team B,1,10:27,5,5,0,0,Team B,4,Play,-65,-29.5,Indirect,,,,28,-11,-39.5
10/13/2024,Team A,Team B,1,10:24,5,5,0,0,Team A,6,Puck Recovery,44,-38.5,,,,,,,
10/13/2024,Team A,Team B,1,10:24,5,5,0,0,Team A,8,Penalty Taken,-41,20.5,Slashing,,,,20,,
10/13/2024,Team A,Team B,1,10:24,4,5,0,0,Team A,14,Faceoff Win,69,22.5,Backhand,,,,9,,
10/13/2024,Team A,Team B,1,10:20,4,5,0,0,Team A,38,Puck Recovery,54,36.5,,,,,,,
10/13/2024,Team A,Team B,1,10:20,4,5,0,0,Team A,38,Dump In/Out,54,36.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,10:18,4,5,0,0,Team B,2,Puck Recovery,29,32.5,,,,,,,
10/13/2024,Team A,Team B,1,10:18,4,5,0,0,Team B,2,Incomplete Play,29,32.5,Direct,,,,25,58,0.5
10/13/2024,Team A,Team B,1,10:16,4,5,0,0,Team A,3,Puck Recovery,39,4.5,,,,,,,
10/13/2024,Team A,Team B,1,10:16,4,5,0,0,Team A,3,Incomplete Play,30,5.5,Direct,,,,14,-6,-22.5
10/13/2024,Team A,Team B,1,10:14,4,5,0,0,Team A,14,Puck Recovery,-20,-38.5,,,,,,,
10/13/2024,Team A,Team B,1,10:14,4,5,0,0,Team A,14,Dump In/Out,-20,-38.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,10:11,4,5,0,0,Team B,2,Puck Recovery,-95,-20.5,,,,,,,
10/13/2024,Team A,Team B,1,10:06,4,5,0,0,Team B,2,Play,-35,-12.5,Direct,,,,23,-47,-13.5
10/13/2024,Team A,Team B,1,10:02,4,5,0,0,Team B,23,Zone Entry,25,-23.5,Carried,,,,3,,
10/13/2024,Team A,Team B,1,10:02,4,5,0,0,Team B,23,Play,32,-22.5,Direct,,,,9,36,-38.5
10/13/2024,Team A,Team B,1,9:59,4,5,0,0,Team B,9,Play,78,-37.5,Direct,,,,25,43,-37.5
10/13/2024,Team A,Team B,1,9:57,4,5,0,0,Team B,25,Play,37,-38.5,Direct,,,,2,31,7.5
10/13/2024,Team A,Team B,1,9:56,4,5,0,0,Team B,2,Play,27,7.5,Direct,,,,23,46,-38.5
10/13/2024,Team A,Team B,1,9:53,4,5,0,0,Team B,23,Play,45,-28.5,Direct,,,,2,26,-11.5
10/13/2024,Team A,Team B,1,9:52,4,5,0,0,Team B,2,Play,28,-12.5,Direct,,,,23,52,-29.5
10/13/2024,Team A,Team B,1,9:50,4,5,0,0,Team B,23,Incomplete Play,62,-25.5,Direct,,,,25,87,-9.5
10/13/2024,Team A,Team B,1,9:44,4,5,0,0,Team A,3,Puck Recovery,77,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,9:44,4,5,0,0,Team A,3,Play,77,-37.5,Indirect,,,,21,56,-38.5
10/13/2024,Team A,Team B,1,9:43,4,5,0,0,Team A,21,Play,56,-38.5,Direct,,,,14,34,-22.5
10/13/2024,Team A,Team B,1,9:41,4,5,0,0,Team A,14,Play,34,-22.5,Direct,,,,21,17,-38.5
10/13/2024,Team A,Team B,1,9:40,4,5,0,0,Team A,21,Dump In/Out,-15,-39.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,9:35,4,5,0,0,Team B,2,Puck Recovery,-96,-5.5,,,,,,,
10/13/2024,Team A,Team B,1,9:28,4,5,0,0,Team B,2,Play,-27,11.5,Direct,,,,29,-53,9.5
10/13/2024,Team A,Team B,1,9:24,4,5,0,0,Team B,29,Play,20,31.5,Direct,,,,28,28,38.5
10/13/2024,Team A,Team B,1,9:23,4,5,0,0,Team B,29,Zone Entry,25,39.5,Played,,,,7,,
10/13/2024,Team A,Team B,1,9:23,4,5,0,0,Team B,28,Play,28,38.5,Indirect,,,,19,96,5.5
10/13/2024,Team A,Team B,1,9:19,4,5,0,0,Team B,19,Puck Recovery,94,19.5,,,,,,,
10/13/2024,Team A,Team B,1,9:17,4,5,0,0,Team B,19,Play,85,33.5,Indirect,,,,8,30,35.5
10/13/2024,Team A,Team B,1,9:15,4,5,0,0,Team B,8,Play,33,18.5,Direct,,,,15,37,-23.5
10/13/2024,Team A,Team B,1,9:14,4,5,0,0,Team B,15,Play,43,-30.5,Direct,,,,19,56,-36.5
10/13/2024,Team A,Team B,1,9:06,4,5,0,0,Team B,19,Play,75,-24.5,Direct,,,,28,87,-11.5
10/13/2024,Team A,Team B,1,9:06,4,5,0,0,Team B,28,Incomplete Play,87,-11.5,Direct,,,,15,80,-3.5
10/13/2024,Team A,Team B,1,9:04,4,5,0,0,Team B,19,Puck Recovery,75,-5.5,,,,,,,
10/13/2024,Team A,Team B,1,9:04,4,5,0,0,Team B,19,Shot,77,-1.5,Snapshot,On Net,1,f,,,
10/13/2024,Team A,Team B,1,9:03,4,5,0,0,Team B,15,Faceoff Win,69,22.5,Backhand,,,,14,,
10/13/2024,Team A,Team B,1,9:02,4,5,0,0,Team B,29,Puck Recovery,61,15.5,,,,,,,
10/13/2024,Team A,Team B,1,9:02,4,5,0,0,Team B,29,Play,61,15.5,Indirect,,,,8,30,39.5
10/13/2024,Team A,Team B,1,8:56,4,5,0,0,Team B,8,Play,73,39.5,Direct,,,,28,87,15.5
10/13/2024,Team A,Team B,1,8:54,4,5,0,0,Team B,28,Play,95,-4.5,Direct,,,,19,59,-35.5
10/13/2024,Team A,Team B,1,8:51,4,5,0,0,Team B,19,Play,68,-26.5,Direct,,,,28,87,-11.5
10/13/2024,Team A,Team B,1,8:48,4,5,0,0,Team B,8,Puck Recovery,83,34.5,,,,,,,
10/13/2024,Team A,Team B,1,8:47,4,5,0,0,Team B,8,Play,80,36.5,Indirect,,,,29,30,34.5
10/13/2024,Team A,Team B,1,8:44,4,5,0,0,Team B,29,Play,35,17.5,Direct,,,,19,60,-25.5
10/13/2024,Team A,Team B,1,8:42,4,5,0,0,Team B,19,Incomplete Play,61,-26.5,Direct,,,,8,85,12.5
10/13/2024,Team A,Team B,1,8:39,4,5,0,0,Team A,21,Puck Recovery,44,38.5,,,,,,,
10/13/2024,Team A,Team B,1,8:39,4,5,0,0,Team A,21,Dump In/Out,44,39.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,8:37,4,5,0,0,Team B,29,Puck Recovery,3,36.5,,,,,,,
10/13/2024,Team A,Team B,1,8:34,4,5,0,0,Team B,29,Zone Entry,24,17.5,Carried,,,,7,,
10/13/2024,Team A,Team B,1,8:34,4,5,0,0,Team B,29,Play,29,15.5,Direct,,,,15,34,-10.5
10/13/2024,Team A,Team B,1,8:32,4,5,0,0,Team B,28,Puck Recovery,52,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,8:30,4,5,0,0,Team B,19,Puck Recovery,44,-37.5,,,,,,,
10/13/2024,Team A,Team B,1,8:26,4,5,0,0,Team B,19,Shot,46,-2.5,Snapshot,Blocked,1,f,,,
10/13/2024,Team A,Team B,1,8:26,4,5,0,0,Team A,12,Faceoff Win,69,-21.5,Backhand,,,,18,,
10/13/2024,Team A,Team B,1,8:24,4,5,0,0,Team A,38,Puck Recovery,78,-20.5,,,,,,,
10/13/2024,Team A,Team B,1,8:21,5,5,0,0,Team A,38,Incomplete Play,94,-22.5,Indirect,,,,20,81,-35.5
10/13/2024,Team A,Team B,1,8:20,5,5,0,0,Team B,38,Takeaway,84,-34.5,,,,,,,
10/13/2024,Team A,Team B,1,8:20,5,5,0,0,Team B,38,Incomplete Play,84,-34.5,Indirect,,,,40,32,-38.5
10/13/2024,Team A,Team B,1,8:13,5,5,0,0,Team B,38,Puck Recovery,17,-39.5,,,,,,,
10/13/2024,Team A,Team B,1,8:13,5,5,0,0,Team B,38,Incomplete Play,8,-38.5,Direct,,,,18,9,5.5
10/13/2024,Team A,Team B,1,8:09,5,5,0,0,Team B,3,Puck Recovery,-92,-29.5,,,,,,,
10/13/2024,Team A,Team B,1,8:08,5,5,0,0,Team B,3,Play,-94,-27.5,Indirect,,,,18,-70,40.5
10/13/2024,Team A,Team B,1,8:04,5,5,0,0,Team B,18,Incomplete Play,-47,32.5,Direct,,,,38,-22,-14.5
10/13/2024,Team A,Team B,1,8:03,5,5,0,0,Team A,28,Puck Recovery,-28,5.5,,,,,,,
10/13/2024,Team A,Team B,1,8:02,5,5,0,0,Team A,28,Incomplete Play,-28,1.5,Direct,,,,20,-40,3.5
10/13/2024,Team A,Team B,1,8:01,5,5,0,0,Team B,18,Puck Recovery,-43,3.5,,,,,,,
10/13/2024,Team A,Team B,1,7:57,5,5,0,0,Team A,12,Puck Recovery,-68,36.5,,,,,,,
10/13/2024,Team A,Team B,1,7:54,5,5,0,0,Team A,12,Play,-34,23.5,Direct,,,,3,-62,-33.5
10/13/2024,Team A,Team B,1,7:52,5,5,0,0,Team A,3,Incomplete Play,-63,-29.5,Direct,,,,20,-63,2.5
10/13/2024,Team A,Team B,1,7:49,5,5,0,0,Team B,18,Puck Recovery,-95,22.5,,,,,,,
10/13/2024,Team A,Team B,1,7:47,5,5,0,0,Team B,18,Incomplete Play,-98,-6.5,Indirect,,,,38,-62,-30.5
10/13/2024,Team A,Team B,1,7:46,5,5,0,0,Team A,3,Puck Recovery,-55,-38.5,,,,,,,
10/13/2024,Team A,Team B,1,7:46,5,5,0,0,Team A,3,Incomplete Play,-55,-38.5,Indirect,,,,28,-79,-31.5
10/13/2024,Team A,Team B,1,7:44,5,5,0,0,Team B,18,Puck Recovery,-75,-38.5,,,,,,,
10/13/2024,Team A,Team B,1,7:44,5,5,0,0,Team B,18,Incomplete Play,-75,-38.5,Indirect,,,,38,-58,-38.5
10/13/2024,Team A,Team B,1,7:40,5,5,0,0,Team A,38,Puck Recovery,62,-32.5,,,,,,,
10/13/2024,Team A,Team B,1,7:35,5,5,0,0,Team A,38,Play,41,29.5,Direct,,,,12,8,-0.5
10/13/2024,Team A,Team B,1,7:33,5,5,0,0,Team A,12,Dump In/Out,-17,12.5,Lost,,,,,,
10/13/2024,Team A,Team B,1,7:30,5,5,0,0,Team B,14,Puck Recovery,-95,-9.5,,,,,,,
10/13/2024,Team A,Team B,1,7:27,5,5,0,0,Team B,14,Incomplete Play,-54,2.5,Direct,,,,25,-8,13.5
10/13/2024,Team A,Team B,1,7:21,5,5,0,0,Team A,7,Puck Recovery,87,33.5,,,,,,,
10/13/2024,Team A,Team B,1,7:20,5,5,0,0,Team A,7,Play,86,33.5,Direct,,,,17,53,39.5
10/13/2024,Team A,Team B,1,7:17,5,5,0,0,Team B,4,Puck Recovery,34,37.5,,,,,,,
10/13/2024,Team A,Team B,1,7:17,5,5,0,0,Team B,4,Play,34,37.5,Direct,,,,25,79,14.5
10/13/2024,Team A,Team B,1,7:15,5,5,0,0,Team B,20,Puck Recovery,87,-22.5,,,,,,,
10/13/2024,Team A,Team B,1,7:13,5,5,0,0,Team B,20,Play,57,-39.5,Indirect,,,,25,98,-8.5
10/13/2024,Team A,Team B,1,7:08,5,5,0,0,Team B,25,Incomplete Play,93,-22.5,Direct,,,,9,90,12.5
10/13/2024,Team A,Team B,1,7:05,5,5,0,0,Team A,17,Puck Recovery,63,24.5,,,,,,,
10/13/2024,Team A,Team B,1,7:03,5,5,0,0,Team A,17,Play,11,22.5,Direct,,,,24,7,7.5
10/13/2024,Team A,Team B,1,7:00,5,5,0,0,Team B,14,Puck Recovery,-70,-34.5,,,,,,,
10/13/2024,Team A,Team B,1,7:00,5,5,0,0,Team B,14,Incomplete Play,-70,-34.5,Indirect,,,,20,-52,-37.5
10/13/2024,Team A,Team B,1,6:58,5,5,0,0,Team A,25,Takeaway,-80,-36.5,,,,,,,
10/13/2024,Team A,Team B,1,6:58,5,5,0,0,Team A,25,Shot,-82,-32.5,Snapshot,Missed,1,f,,,
10/13/2024,Team A,Team B,1,6:56,5,5,0,0,Team B,4,Puck Recovery,-80,-14.5,,,,,,,
10/13/2024,Team A,Team B,1,6:56,5,5,0,0,Team B,4,Incomplete Play,-80,-16.5,Direct,,,,20,-52,-33.5
10/13/2024,Team A,Team B,1,6:51,5,5,0,0,Team A,6,Puck Recovery,58,-36.5,,,,,,,
10/13/2024,Team A,Team B,1,6:49,5,5,0,0,Team A,6,Play,60,-19.5,Direct,,,,24,25,-21.5
10/13/2024,Team A,Team B,1,6:44,5,5,0,0,Team B,19,Puck Recovery,-59,12.5,,,,,,,
10/13/2024,Team A,Team B,1,6:42,5,5,0,0,Team B,19,Play,-76,20.5,Direct,,,,2,-76,-6.5
10/13/2024,Team A,Team B,1,6:40,5,5,0,0,Team B,2,Incomplete Play,-54,-19.5,Direct,,,,28,5,-38.5
10/13/2024,Team A,Team B,1,6:39,5,5,0,0,Team A,6,Puck Recovery,16,-11.5,,,,,,,
10/13/2024,Team A,Team B,1,6:36,5,5,0,0,Team A,6,Dump In/Out,-14,17.5,Retained,,,,,,
10/13/2024,Team A,Team B,1,6:36,5,5,0,0,Team A,6,Zone Entry,-14,17.5,Dumped,,,,27,,
10/13/2024,Team A,Team B,1,6:31,5,5,0,0,Team A,29,Puck Recovery,-83,-36.5,,,,,,,
10/13/2024,Team A,Team B,1,6:31,5,5,0,0,Team A,29,Play,-77,-38.5,Direct,,,,27,-33,-37.5
10/13/2024,Team A,Team B,1,6:29,5,5,0,0,Team A,27,Incomplete Play,-37,-38.5,Direct,,,,6,-33,4.5
10/13/2024,Team A,Team B,1,6:25,5,5,0,0,Team B,19,Puck Recovery,50,33.5,,,,,,,
10/13/2024,Team A,Team B,1,6:24,5,5,0,0,Team B,19,Shot,81,16.5,Snapshot,On Net,0,f,,,
10/13/2024,Team A,Team B,1,6:22,5,5,0,0,Team B,15,Faceoff Win,69,22.5,Backhand,,,,29,,
10/13/2024,Team A,Team B,1,6:21,5,5,0,0,Team B,2,Puck Recovery,34,-5.5,,,,,,,
10/13/2024,Team A,Team B,1,6:20,5,5,0,0,Team B,2,Play,92,-24.5,Direct,,,,28,94,-25.5
10/13/2024,Team A,Team B,1,6:19,5,5,0,0,Team B,28,Puck Recovery,94,-25.5,,,,,,,
10/13/2024,Team A,Team B,1,6:16,5,5,0,0,Team B,15,Puck Recovery,86,-28.5,,,,,,,
10/13/2024,Team A,Team B,1,6:14,5,5,0,0,Team B,15,Play,80,-37.5,Indirect,,,,28,97,-5.5
10/13/2024,Team A,Team B,1,6:08,5,5,0,0,Team B,28,Play,78,-39.5,Direct,,,,2,31,-36.5
10/13/2024,Team A,Team B,1,6:07,5,5,0,0,Team B,2,Play,33,-35.5,Direct,,,,27,36,24.5
10/13/2024,Team A,Team B,1,6:05,5,5,0,0,Team B,27,Shot,40,30.5,Snapshot,Missed,1,f,,,
10/13/2024,Team A,Team B,1,6:03,5,5,0,0,Team B,19,Puck Recovery,96,-3.5,,,,,,,
10/13/2024,Team A,Team B,1,5:57,5,5,0,0,Team B,19,Incomplete Play,52,36.5,Direct,,,,28,75,-16.5
10/13/2024,Team A,Team B,1,5:54,5,5,0,0,Team B,28,Puck Recovery,96,-18.5,,,,,,,
10/13/2024,Team A,Team B,1,5:52,5,5,0,0,Team B,28,Play,96,-8.5,Direct,,,,15,96,-12.5
10/13/2024,Team A,Team B,1,5:51,5,5,0,0,Team B,15,Play,93,-24.5,Indirect,,,,2,33,-37.5
10/13/2024,Team A,Team B,1,5:49,5,5,0,0,Team B,2,Shot,33,-37.5,Snapshot,Missed,1,f,,,
10/13/2024,Team A,Team B,1,5:49,5,5,0,0,Team B,19,Shot,69,-10.5,Deflection,On Net,1,f,,,
10/13/2024,Team A,Team B,1,5:44,5,5,0,0,Team A,15,Faceoff Win,69,-21.5,Backhand,,,,9,,
10/13/2024,Team A,Team B,1,5:42,5,5,0,0,Team A,7,Puck Recovery,69,-22.5,,,,,,,
10/13/2024,Team A,Team B,1,5:42,5,5,0,0,Team A,7,Play,69,-22.5,Direct,,,,2,86,-20.5
10/13/2024,Team A,Team B,1,5:41,5,5,0,0,Team A,2,Dump In/Out,84,-23.5,Retained,,,,,,
10/13/2024,Team A,Team B,1,5:39,5,5,0,0,Team A,26,Puck Recovery,20,-34.5,,,,,,,
10/13/2024,Team A,Team B,1,5:39,5,5,0,0,Team A,26,Incomplete Play,20,-34.5,Direct,,,,15,0,-26.5
10/13/2024,Team A,Team B,1,5:37,5,5,0,0,Team B,8,Puck Recovery,-35,-28.5,,,,,,,
10/13/2024,Team A,Team B,1,5:37,5,5,0,0,Team B,8,Play,-36,-27.5,Direct,,,,3,-50,2.5
10/13/2024,Team A,Team B,1,5:32,5,5,0,0,Team B,3,Play,-69,14.5,Direct,,,,25,11,-38.5
10/13/2024,Team A,Team B,1,5:31,5,5,0,0,Team B,25,Incomplete Play,15,-37.5,Direct,,,,9,16,-15.5
10/13/2024,Team A,Team B,1,5:29,5,5,0,0,Team A,15,Puck Recovery,16,-12.5,,,,,,,
10/13/2024,Team A,Team B,1,5:29,5,5,0,0,Team A,15,Play,16,-12.5,Direct,,,,7,48,2.5
10/13/2024,Team A,Team B,1,5:27,5,5,0,0,Team A,7,Play,60,11.5,Indirect,,,,21,4,39.5
10/13/2024,Team A,Team B,1,5:25,5,5,0,0,Team A,21,Incomplete Play,10,39.5,Indirect,,,,15,-11,37.5
10/13/2024,Team A,Team B,1,5:23,5,5,0,0,Team B,3,Puck Recovery,-48,38.5,,,,,,,
10/13/2024,Team A,Team B,1,5:21,5,5,0,0,Team B,3,Play,-60,19.5,Direct,,,,8,-54,-36.5
10/13/2024,Team A,Team B,1,5:19,5,5,0,0,Team B,8,Play,-66,-27.5,Direct,,,,3,-48,19.5
10/13/2024,Team A,Team B,1,5:17,5,5,0,0,Team B,3,Play,-36,25.5,Direct,,,,25,13,37.5
10/13/2024,Team A,Team B,1,5:15,5,5,0,0,Team B,25,Zone Entry,26,39.5,Carried,,,,7,,
10/13/2024,Team A,Team B,1,5:11,5,5,0,0,Team B,25,Shot,57,34.5,Snapshot,On Net,1,f,,,
